service_date,day_type,bus,rail_boardings,total_rides,peak_offpeak,load_factor
2011-11-01,W,1098741,762893,1861634,peak,18616.34
2011-11-02,W,1077675,764539,1842214,peak,18422.14
2011-11-03,W,1011408,755888,1767296,peak,17672.96
2011-11-04,W,1093806,785515,1879321,peak,18793.21
2011-11-05,A,686104,513654,1199758,offpeak,11997.58
2011-11-06,U,477456,331327,808783,offpeak,8087.83
2011-11-07,W,1061041,749043,1810084,peak,18100.84
2011-11-08,W,1008764,742973,1751737,peak,17517.37
2011-11-09,W,1036190,759696,1795886,peak,17958.86
2011-11-10,W,970822,755282,1726104,peak,17261.04
2011-11-11,W,879535,681237,1560772,peak,15607.72
2011-11-12,A,660488,474088,1134576,offpeak,11345.76
2011-11-13,U,463513,338816,802329,offpeak,8023.29
2011-11-14,W,1047638,741813,1789451,peak,17894.51
2011-11-15,W,1079072,770828,1849900,peak,18499.0
2011-11-16,W,1043071,758159,1801230,peak,18012.3
2011-11-17,W,998699,752834,1751533,peak,17515.33
2011-11-18,W,965671,743405,1709076,peak,17090.76
2011-11-19,A,657115,530802,1187917,offpeak,11879.17
2011-11-20,U,456466,328721,785187,offpeak,7851.87
2011-11-21,W,1039312,726360,1765672,peak,17656.72
2011-11-22,W,986650,714844,1701494,peak,17014.94
2011-11-23,W,992006,680837,1672843,peak,16728.43
2011-11-24,U,340929,235194,576123,offpeak,5761.23
2011-11-25,W,652271,435428,1087699,peak,10876.99
2011-11-26,A,588157,348525,936682,offpeak,9366.82
2011-11-27,U,397179,274323,671502,offpeak,6715.02
2011-11-28,W,1016597,703558,1720155,peak,17201.55
2011-11-29,W,991030,708638,1699668,peak,16996.68
2011-11-30,W,1043354,730140,1773494,peak,17734.94
2011-12-01,W,1089263,747269,1836532,peak,18365.32
2011-12-02,W,1095431,757734,1853165,peak,18531.65
2011-12-03,A,662075,461349,1123424,offpeak,11234.24
2011-12-04,U,454576,327051,781627,offpeak,7816.27
2011-12-05,W,1051712,698735,1750447,peak,17504.47
2011-12-06,W,1035064,712288,1747352,peak,17473.52
2011-12-07,W,1032787,718567,1751354,peak,17513.54
2011-12-08,W,1023297,721739,1745036,peak,17450.36
2011-12-09,W,1006182,726618,1732800,peak,17328.0
2011-12-10,A,604502,435343,1039845,offpeak,10398.45
2011-12-11,U,442689,306703,749392,offpeak,7493.92
2011-12-12,W,988026,673314,1661340,peak,16613.4
2011-12-13,W,1002723,691649,1694372,peak,16943.72
2011-12-14,W,939524,675577,1615101,peak,16151.01
2011-12-15,W,994244,701181,1695425,peak,16954.25
2011-12-16,W,1006755,703365,1710120,peak,17101.2
2011-12-17,A,615724,436091,1051815,offpeak,10518.15
2011-12-18,U,455044,325822,780866,offpeak,7808.66
2011-12-19,W,965235,657231,1622466,peak,16224.66
2011-12-20,W,951363,656796,1608159,peak,16081.59
2011-12-21,W,948139,649395,1597534,peak,15975.34
2011-12-22,W,901280,615248,1516528,peak,15165.28
2011-12-23,W,855427,539186,1394613,peak,13946.13
2011-12-24,A,509237,262788,772025,offpeak,7720.25
2011-12-25,U,273257,144879,418136,offpeak,4181.36
2011-12-26,U,463630,297972,761602,offpeak,7616.02
2011-12-27,W,721508,498735,1220243,peak,12202.43
2011-12-28,W,747970,535232,1283202,peak,12832.02
2011-12-29,W,767769,553630,1321399,peak,13213.99
2011-12-30,W,762618,528085,1290703,peak,12907.03
2011-12-31,A,583259,408205,991464,offpeak,9914.64
2012-01-01,U,338458,277156,615614,offpeak,6156.14
2012-01-02,U,427028,300131,727159,offpeak,7271.59
2012-01-03,W,810076,600940,1411016,peak,14110.16
2012-01-04,W,839010,626372,1465382,peak,14653.82
2012-01-05,W,841665,652474,1494139,peak,14941.39
2012-01-06,W,870446,666379,1536825,peak,15368.25
2012-01-07,A,583725,390564,974289,offpeak,9742.89
2012-01-08,U,411272,275439,686711,offpeak,6867.11
2012-01-09,W,968136,683105,1651241,peak,16512.41
2012-01-10,W,1019667,698468,1718135,peak,17181.35
2012-01-11,W,1036505,709539,1746044,peak,17460.44
2012-01-12,W,950402,715474,1665876,peak,16658.76
2012-01-13,W,940512,692943,1633455,peak,16334.55
2012-01-14,A,557653,377455,935108,offpeak,9351.08
2012-01-15,U,402980,276691,679671,offpeak,6796.71
2012-01-16,W,639506,459803,1099309,peak,10993.09
2012-01-17,W,1016429,725950,1742379,peak,17423.79
2012-01-18,W,1017072,722473,1739545,peak,17395.45
2012-01-19,W,983178,711259,1694437,peak,16944.37
2012-01-20,W,826497,746064,1572561,peak,15725.61
2012-01-21,A,552163,394407,946570,offpeak,9465.7
2012-01-22,U,392633,273772,666405,offpeak,6664.05
2012-01-23,W,1010116,710762,1720878,peak,17208.78
2012-01-24,W,1050018,732063,1782081,peak,17820.81
2012-01-25,W,1051823,734192,1786015,peak,17860.15
2012-01-26,W,1052929,739012,1791941,peak,17919.41
2012-01-27,W,968530,720988,1689518,peak,16895.18
2012-01-28,A,621329,419586,1040915,offpeak,10409.15
2012-01-29,U,416383,293146,709529,offpeak,7095.29
2012-01-30,W,1023037,704317,1727354,peak,17273.54
2012-01-31,W,1059681,731360,1791041,peak,17910.41
2012-02-01,W,1111421,736252,1847673,peak,18476.73
2012-02-02,W,1081236,739698,1820934,peak,18209.34
2012-02-03,W,1014951,714336,1729287,peak,17292.87
2012-02-04,A,661534,418503,1080037,offpeak,10800.37
2012-02-05,U,462359,289438,751797,offpeak,7517.97
2012-02-06,W,1038157,699926,1738083,peak,17380.83
2012-02-07,W,1040979,721937,1762916,peak,17629.16
2012-02-08,W,1069324,738273,1807597,peak,18075.97
2012-02-09,W,1065885,741959,1807844,peak,18078.44
2012-02-10,W,982329,715473,1697802,peak,16978.02
2012-02-11,A,591333,399462,990795,offpeak,9907.95
2012-02-12,U,429977,285739,715716,offpeak,7157.16
2012-02-13,W,882797,653118,1535915,peak,15359.15
2012-02-14,W,1077348,738384,1815732,peak,18157.32
2012-02-15,W,1051929,726359,1778288,peak,17782.88
2012-02-16,W,1058911,736170,1795081,peak,17950.81
2012-02-17,W,1058544,731415,1789959,peak,17899.59
2012-02-18,A,666760,454131,1120891,offpeak,11208.91
2012-02-19,U,475445,322414,797859,offpeak,7978.59
2012-02-20,W,761004,543889,1304893,peak,13048.93
2012-02-21,W,1036038,726162,1762200,peak,17622.0
2012-02-22,W,1052160,732150,1784310,peak,17843.1
2012-02-23,W,1033787,734839,1768626,peak,17686.26
2012-02-24,W,989267,712507,1701774,peak,17017.74
2012-02-25,A,630649,417134,1047783,offpeak,10477.83
2012-02-26,U,448512,298409,746921,offpeak,7469.21
2012-02-27,W,1023956,703435,1727391,peak,17273.91
2012-02-28,W,1039341,720589,1759930,peak,17599.3
2012-02-29,W,1055847,736007,1791854,peak,17918.54
2012-03-01,W,1075076,739664,1814740,peak,18147.4
2012-03-02,W,1031215,705878,1737093,peak,17370.93
2012-03-03,A,624519,416704,1041223,offpeak,10412.23
2012-03-04,U,441120,292334,733454,offpeak,7334.54
2012-03-05,W,913762,651903,1565665,peak,15656.65
2012-03-06,W,1084176,744478,1828654,peak,18286.54
2012-03-07,W,1060619,736849,1797468,peak,17974.68
2012-03-08,W,1049305,735123,1784428,peak,17844.28
2012-03-09,W,1037776,718371,1756147,peak,17561.47
2012-03-10,A,681263,444574,1125837,offpeak,11258.37
2012-03-11,U,482075,316828,798903,offpeak,7989.03
2012-03-12,W,1015965,715585,1731550,peak,17315.5
2012-03-13,W,1071861,744918,1816779,peak,18167.79
2012-03-14,W,1087551,762671,1850222,peak,18502.22
2012-03-15,W,1061219,763525,1824744,peak,18247.44
2012-03-16,W,1044828,774035,1818863,peak,18188.63
2012-03-17,A,755574,708351,1463925,offpeak,14639.25
2012-03-18,U,504213,359041,863254,offpeak,8632.54
2012-03-19,W,1015401,707467,1722868,peak,17228.68
2012-03-20,W,1043797,718050,1761847,peak,17618.47
2012-03-21,W,1050000,723631,1773631,peak,17736.31
2012-03-22,W,1016361,717170,1733531,peak,17335.31
2012-03-23,W,945472,685518,1630990,peak,16309.9
2012-03-24,A,641412,430070,1071482,offpeak,10714.82
2012-03-25,U,470355,355696,826051,offpeak,8260.51
2012-03-26,W,996549,700972,1697521,peak,16975.21
2012-03-27,W,1024173,723040,1747213,peak,17472.13
2012-03-28,W,1029545,735639,1765184,peak,17651.84
2012-03-29,W,1013994,734424,1748418,peak,17484.18
2012-03-30,W,1001257,709407,1710664,peak,17106.64
2012-03-31,A,646169,440893,1087062,offpeak,10870.62
2012-04-01,U,477703,321629,799332,offpeak,7993.32
2012-04-02,W,935073,696533,1631606,peak,16316.06
2012-04-03,W,972756,720709,1693465,peak,16934.65
2012-04-04,W,954947,724726,1679673,peak,16796.73
2012-04-05,W,933666,750000,1683666,peak,16836.66
2012-04-06,W,861696,642047,1503743,peak,15037.43
2012-04-07,A,637466,434835,1072301,offpeak,10723.01
2012-04-08,U,429398,289618,719016,offpeak,7190.16
2012-04-09,W,1010279,727154,1737433,peak,17374.33
2012-04-10,W,1038779,751834,1790613,peak,17906.13
2012-04-11,W,1053786,760911,1814697,peak,18146.97
2012-04-12,W,1050150,775089,1825239,peak,18252.39
2012-04-13,W,958166,741802,1699968,peak,16999.68
2012-04-14,A,644498,470545,1115043,offpeak,11150.43
2012-04-15,U,443006,320025,763031,offpeak,7630.31
2012-04-16,W,996333,713598,1709931,peak,17099.31
2012-04-17,W,1056910,744763,1801673,peak,18016.73
2012-04-18,W,1031225,736936,1768161,peak,17681.61
2012-04-19,W,989282,743350,1732632,peak,17326.32
2012-04-20,W,994547,737187,1731734,peak,17317.34
2012-04-21,A,656064,471715,1127779,offpeak,11277.79
2012-04-22,U,448386,333024,781410,offpeak,7814.1
2012-04-23,W,1031544,739667,1771211,peak,17712.11
2012-04-24,W,1003275,750511,1753786,peak,17537.86
2012-04-25,W,978891,740777,1719668,peak,17196.68
2012-04-26,W,1044469,760338,1804807,peak,18048.07
2012-04-27,W,1026691,745495,1772186,peak,17721.86
2012-04-28,A,592513,425418,1017931,offpeak,10179.31
2012-04-29,U,445246,322436,767682,offpeak,7676.82
2012-04-30,W,977200,703630,1680830,peak,16808.3
2012-05-01,W,1073425,743154,1816579,peak,18165.79
2012-05-02,W,1060720,754536,1815256,peak,18152.56
2012-05-03,W,1086032,766616,1852648,peak,18526.48
2012-05-04,W,1054307,778105,1832412,peak,18324.12
2012-05-05,A,666613,497814,1164427,offpeak,11644.27
2012-05-06,U,434634,343213,777847,offpeak,7778.47
2012-05-07,W,1000335,731509,1731844,peak,17318.44
2012-05-08,W,1062602,762274,1824876,peak,18248.76
2012-05-09,W,1041744,752170,1793914,peak,17939.14
2012-05-10,W,1036368,743841,1780209,peak,17802.09
2012-05-11,W,1042715,745296,1788011,peak,17880.11
2012-05-12,A,610945,427440,1038385,offpeak,10383.85
2012-05-13,U,455430,321345,776775,offpeak,7767.75
2012-05-14,W,983231,700274,1683505,peak,16835.05
2012-05-15,W,1023348,720962,1744310,peak,17443.1
2012-05-16,W,1013654,734234,1747888,peak,17478.88
2012-05-17,W,1014361,746681,1761042,peak,17610.42
2012-05-18,W,980261,694037,1674298,peak,16742.98
2012-05-19,A,646682,465776,1112458,offpeak,11124.58
2012-05-20,U,445099,374706,819805,offpeak,8198.05
2012-05-21,W,884516,568256,1452772,peak,14527.72
2012-05-22,W,1014156,721698,1735854,peak,17358.54
2012-05-23,W,1019498,738794,1758292,peak,17582.92
2012-05-24,W,1016089,756023,1772112,peak,17721.12
2012-05-25,W,1005567,736144,1741711,peak,17417.11
2012-05-26,A,636093,469284,1105377,offpeak,11053.77
2012-05-27,U,502724,392936,895660,offpeak,8956.6
2012-05-28,U,463763,362808,826571,offpeak,8265.71
2012-05-29,W,1012629,719096,1731725,peak,17317.25
2012-05-30,W,1001845,742834,1744679,peak,17446.79
2012-05-31,W,910804,714511,1625315,peak,16253.15
2012-06-01,W,1034827,750848,1785675,peak,17856.75
2012-06-02,A,698536,489792,1188328,offpeak,11883.28
2012-06-03,U,512841,354121,866962,offpeak,8669.62
2012-06-04,W,1035294,726053,1761347,peak,17613.47
2012-06-05,W,1048003,749888,1797891,peak,17978.91
2012-06-06,W,1033815,753512,1787327,peak,17873.27
2012-06-07,W,1031503,768929,1800432,peak,18004.32
2012-06-08,W,1023786,802823,1826609,peak,18266.09
2012-06-09,A,704117,569867,1273984,offpeak,12739.84
2012-06-10,U,509071,404744,913815,offpeak,9138.15
2012-06-11,W,985578,726731,1712309,peak,17123.09
2012-06-12,W,1003612,772974,1776586,peak,17765.86
2012-06-13,W,986995,778465,1765460,peak,17654.6
2012-06-14,W,959511,783352,1742863,peak,17428.63
2012-06-15,W,996431,803508,1799939,peak,17999.39
2012-06-16,A,673257,513638,1186895,offpeak,11868.95
2012-06-17,U,497166,372514,869680,offpeak,8696.8
2012-06-18,W,899886,710839,1610725,peak,16107.25
2012-06-19,W,934909,725980,1660889,peak,16608.89
2012-06-20,W,945821,743331,1689152,peak,16891.52
2012-06-21,W,931983,728067,1660050,peak,16600.5
2012-06-22,W,958498,755020,1713518,peak,17135.18
2012-06-23,A,676430,492238,1168668,offpeak,11686.68
2012-06-24,U,513132,530481,1043613,offpeak,10436.13
2012-06-25,W,933417,725550,1658967,peak,16589.67
2012-06-26,W,952845,746532,1699377,peak,16993.77
2012-06-27,W,957566,751428,1708994,peak,17089.94
2012-06-28,W,880771,702116,1582887,peak,15828.87
2012-06-29,W,925177,734451,1659628,peak,16596.28
2012-06-30,A,683644,485188,1168832,offpeak,11688.32
2012-07-01,U,474631,350123,824754,offpeak,8247.54
2012-07-02,W,929572,676617,1606189,peak,16061.89
2012-07-03,W,976022,710361,1686383,peak,16863.83
2012-07-04,U,511376,383942,895318,offpeak,8953.18
2012-07-05,W,833954,628259,1462213,peak,14622.13
2012-07-06,W,852806,651815,1504621,peak,15046.21
2012-07-07,A,628380,439918,1068298,offpeak,10682.98
2012-07-08,U,490561,341530,832091,offpeak,8320.91
2012-07-09,W,934404,697423,1631827,peak,16318.27
2012-07-10,W,958191,713798,1671989,peak,16719.89
2012-07-11,W,982452,751429,1733881,peak,17338.81
2012-07-12,W,973681,769452,1743133,peak,17431.33
2012-07-13,W,918812,781300,1700112,peak,17001.12
2012-07-14,A,662503,539189,1201692,offpeak,12016.92
2012-07-15,U,520254,434508,954762,offpeak,9547.62
2012-07-16,W,927149,703975,1631124,peak,16311.24
2012-07-17,W,916666,721980,1638646,peak,16386.46
2012-07-18,W,947611,737720,1685331,peak,16853.31
2012-07-19,W,929760,737674,1667434,peak,16674.34
2012-07-20,W,950944,732949,1683893,peak,16838.93
2012-07-21,A,682249,467138,1149387,offpeak,11493.87
2012-07-22,U,481281,353089,834370,offpeak,8343.7
2012-07-23,W,915219,695786,1611005,peak,16110.05
2012-07-24,W,902916,701367,1604283,peak,16042.83
2012-07-25,W,930185,724487,1654672,peak,16546.72
2012-07-26,W,945792,720070,1665862,peak,16658.62
2012-07-27,W,947151,758858,1706009,peak,17060.09
2012-07-28,A,686178,517111,1203289,offpeak,12032.89
2012-07-29,U,488506,374441,862947,offpeak,8629.47
2012-07-30,W,907631,705435,1613066,peak,16130.66
2012-07-31,W,927014,719885,1646899,peak,16468.99
2012-08-01,W,993124,746620,1739744,peak,17397.44
2012-08-02,W,956268,736721,1692989,peak,16929.89
2012-08-03,W,997248,828673,1825921,peak,18259.21
2012-08-04,A,639837,540564,1180401,offpeak,11804.01
2012-08-05,U,520813,454682,975495,offpeak,9754.95
2012-08-06,W,930469,718004,1648473,peak,16484.73
2012-08-07,W,939745,710734,1650479,peak,16504.79
2012-08-08,W,937937,714729,1652666,peak,16526.66
2012-08-09,W,910038,733293,1643331,peak,16433.31
2012-08-10,W,939807,762585,1702392,peak,17023.92
2012-08-11,A,634529,525198,1159727,offpeak,11597.27
2012-08-12,U,485254,389752,875006,offpeak,8750.06
2012-08-13,W,862334,675894,1538228,peak,15382.28
2012-08-14,W,952867,719794,1672661,peak,16726.61
2012-08-15,W,969450,736768,1706218,peak,17062.18
2012-08-16,W,894461,689521,1583982,peak,15839.82
2012-08-17,W,985722,734329,1720051,peak,17200.51
2012-08-18,A,711680,513680,1225360,offpeak,12253.6
2012-08-19,U,526215,381863,908078,offpeak,9080.78
2012-08-20,W,932342,694224,1626566,peak,16265.66
2012-08-21,W,989240,725406,1714646,peak,17146.46
2012-08-22,W,993443,741288,1734731,peak,17347.31
2012-08-23,W,996707,730663,1727370,peak,17273.7
2012-08-24,W,995467,757933,1753400,peak,17534.0
2012-08-25,A,682483,499512,1181995,offpeak,11819.95
2012-08-26,U,425118,326682,751800,offpeak,7518.0
2012-08-27,W,999090,732088,1731178,peak,17311.78
2012-08-28,W,1022555,752842,1775397,peak,17753.97
2012-08-29,W,1019369,757338,1776707,peak,17767.07
2012-08-30,W,1009624,765912,1775536,peak,17755.36
2012-08-31,W,1051323,787713,1839036,peak,18390.36
2012-09-01,A,670752,498563,1169315,offpeak,11693.15
2012-09-02,U,522696,425857,948553,offpeak,9485.53
2012-09-03,U,509576,366891,876467,offpeak,8764.67
2012-09-04,W,1101066,757151,1858217,peak,18582.17
2012-09-05,W,1081742,778985,1860727,peak,18607.27
2012-09-06,W,1106785,787102,1893887,peak,18938.87
2012-09-07,W,1057006,798630,1855636,peak,18556.36
2012-09-08,A,697211,548107,1245318,offpeak,12453.18
2012-09-09,U,491612,370846,862458,offpeak,8624.58
2012-09-10,W,980800,786943,1767743,peak,17677.43
2012-09-11,W,1026114,789589,1815703,peak,18157.03
2012-09-12,W,1024605,785316,1809921,peak,18099.21
2012-09-13,W,991316,793145,1784461,peak,17844.61
2012-09-14,W,1023073,789009,1812082,peak,18120.82
2012-09-15,A,707625,533074,1240699,offpeak,12406.99
2012-09-16,U,497209,369738,866947,offpeak,8669.47
2012-09-17,W,972361,749237,1721598,peak,17215.98
2012-09-18,W,1009476,774593,1784069,peak,17840.69
2012-09-19,W,1090006,805444,1895450,peak,18954.5
2012-09-20,W,1087075,814328,1901403,peak,19014.03
2012-09-21,W,1043281,804809,1848090,peak,18480.9
2012-09-22,A,669729,507218,1176947,offpeak,11769.47
2012-09-23,U,494049,373413,867462,offpeak,8674.62
2012-09-24,W,1067116,777711,1844827,peak,18448.27
2012-09-25,W,1093445,787595,1881040,peak,18810.4
2012-09-26,W,1088775,786511,1875286,peak,18752.86
2012-09-27,W,1082616,810524,1893140,peak,18931.4
2012-09-28,W,1080818,803271,1884089,peak,18840.89
2012-09-29,A,715790,512833,1228623,offpeak,12286.23
2012-09-30,U,495883,357104,852987,offpeak,8529.87
2012-10-01,W,1117666,783378,1901044,peak,19010.44
2012-10-02,W,1108031,806945,1914976,peak,19149.76
2012-10-03,W,1115762,810692,1926454,peak,19264.54
2012-10-04,W,1099004,810084,1909088,peak,19090.88
2012-10-05,W,1069580,808343,1877923,peak,18779.23
2012-10-06,A,670397,522379,1192776,offpeak,11927.76
2012-10-07,U,449748,512959,962707,offpeak,9627.07
2012-10-08,W,977879,713083,1690962,peak,16909.62
2012-10-09,W,1088484,795608,1884092,peak,18840.92
2012-10-10,W,1079860,798154,1878014,peak,18780.14
2012-10-11,W,1085498,807251,1892749,peak,18927.49
2012-10-12,W,1067152,796441,1863593,peak,18635.93
2012-10-13,A,604421,447031,1051452,offpeak,10514.52
2012-10-14,U,443009,327889,770898,offpeak,7708.98
2012-10-15,W,1071312,776921,1848233,peak,18482.33
2012-10-16,W,1081929,792993,1874922,peak,18749.22
2012-10-17,W,1057430,792225,1849655,peak,18496.55
2012-10-18,W,1059957,806783,1866740,peak,18667.4
2012-10-19,W,1051902,801852,1853754,peak,18537.54
2012-10-20,A,696516,512403,1208919,offpeak,12089.19
2012-10-21,U,493474,354896,848370,offpeak,8483.7
2012-10-22,W,1003315,769024,1772339,peak,17723.39
2012-10-23,W,1043067,784378,1827445,peak,18274.45
2012-10-24,W,1081481,804851,1886332,peak,18863.32
2012-10-25,W,1027919,797938,1825857,peak,18258.57
2012-10-26,W,1039677,796666,1836343,peak,18363.43
2012-10-27,A,664877,490779,1155656,offpeak,11556.56
2012-10-28,U,454048,341936,795984,offpeak,7959.84
2012-10-29,W,1035050,759113,1794163,peak,17941.63
2012-10-30,W,1012512,765043,1777555,peak,17775.55
2012-10-31,W,1042048,780984,1823032,peak,18230.32
2012-11-01,W,1092827,795031,1887858,peak,18878.58
2012-11-02,W,1087124,793396,1880520,peak,18805.2
2012-11-03,A,675546,462962,1138508,offpeak,11385.08
2012-11-04,U,486060,347411,833471,offpeak,8334.71
2012-11-05,W,1069691,766701,1836392,peak,18363.92
2012-11-06,W,1050908,768986,1819894,peak,18198.94
2012-11-07,W,1053498,782333,1835831,peak,18358.31
2012-11-08,W,1064006,793455,1857461,peak,18574.61
2012-11-09,W,1065181,798839,1864020,peak,18640.2
2012-11-10,A,650416,472274,1122690,offpeak,11226.9
2012-11-11,U,479696,353062,832758,offpeak,8327.58
2012-11-12,W,823600,666802,1490402,peak,14904.02
2012-11-13,W,1004272,761630,1765902,peak,17659.02
2012-11-14,W,1059509,775491,1835000,peak,18350.0
2012-11-15,W,1058314,786677,1844991,peak,18449.91
2012-11-16,W,1057000,791412,1848412,peak,18484.12
2012-11-17,A,675393,567804,1243197,offpeak,12431.97
2012-11-18,U,472178,336771,808949,offpeak,8089.49
2012-11-19,W,1047309,759037,1806346,peak,18063.46
2012-11-20,W,1049100,772991,1822091,peak,18220.91
2012-11-21,W,990069,705800,1695869,peak,16958.69
2012-11-22,U,363466,255982,619448,offpeak,6194.48
2012-11-23,W,589493,413384,1002877,peak,10028.77
2012-11-24,A,476658,377956,854614,offpeak,8546.14
2012-11-25,U,417727,304336,722063,offpeak,7220.63
2012-11-26,W,1006387,717499,1723886,peak,17238.86
2012-11-27,W,1016872,734908,1751780,peak,17517.8
2012-11-28,W,1030518,750417,1780935,peak,17809.35
2012-11-29,W,1028698,752188,1780886,peak,17808.86
2012-11-30,W,1075641,776494,1852135,peak,18521.35
2012-12-01,A,686669,492263,1178932,offpeak,11789.32
2012-12-02,U,484623,350433,835056,offpeak,8350.56
2012-12-03,W,1069024,742337,1811361,peak,18113.61
2012-12-04,W,1067467,747543,1815010,peak,18150.1
2012-12-05,W,1054367,754701,1809068,peak,18090.68
